ARMOR_BONUS,ATTACK_BONUS,ATTRIBUTE,ATTRIBUTE_LABEL,BASE_MANA_COST,BOARD_POSITION_RELATIVE,BOARD_POSITION_RELATIVE_LABEL,CANNOT_RECEIVE_OWNED,CANNOT_RECEIVE_OWNED_LABEL,CARD_DESC_TYPE,CARD_DESC_TYPE_LABEL,CARD_LOCATION,CARD_LOCATION_LABEL,CARD_TYPE,CARD_TYPE_LABEL,CLASS,CLASS_LABEL,EXCLUSIVE,EXCLUSIVE_LABEL,FULL_MANA_CRYSTALS,FULL_MANA_CRYSTALS_LABEL,HERO_CLASS,HERO_CLASS_LABEL,HOW_MANY,HP_BONUS,MANA,MANA_MODIFIER,OPERATION,OPERATION_LABEL,RANDOM_TARGET,RANDOM_TARGET_LABEL,RANK,RARITY,RARITY_LABEL,SECONDARY_VALUE,SUB_SPELL_COUNT,SUB_SPELL_PROBABILITY,SUB_SPELL_RANK,SUB_TRIGGER_COUNT,SUB_TRIGGER_PROBABILTY,SUB_TRIGGER_RANK,SUMMON_BASE_ATTACK,SUMMON_BASE_HP,SUMMON_CHARGE,SUMMON_CHARGE_LABEL,SUMMON_DIVINE_SHIELD,SUMMON_DIVINE_SHIELD_LABEL,SUMMON_RACE,SUMMON_STEALTH,SUMMON_STEALTH_LABEL,SUMMON_TAUNT,SUMMON_TAUNT_LABEL,SUMMON_TRIGGERS,SUMMON_WINDFURY,SUMMON_WINDFURY_LABEL,TARGET_PLAYER,TARGET_PLAYER_LABEL,TARGET_SELECTION,TARGET_SELECTION_LABEL,VALUE
,,,,3,,,,,,,,,,,9,BuffSpell,,,,,10,WARLOCK,,3,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,16,FROZEN,0,,,,,,,,,,,0,AddAttributeSpell,,,,,5,MAGE,,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,4,,,,,,,,,,,52,HealSpell,,,,,7,PRIEST,,,,,,,,,0,2,RARE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,5,FRIENDLY_CHARACTERS,12
,,,,4,,,,,,,,,,,59,MetaSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,2,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,4,,,,,,,,,,,31,DestroySpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,67,ModifyMaxManaSpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,-1
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,5,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,5,,,,,,,,,,,49,FromDeckToHandSpell,,,,,4,HUNTER,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,2
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,5,9,,,,,BEAST,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,59,MetaSpell,,,,,5,MAGE,,,,,,,,,0,1,COMMON,,3,1.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,5,MAGE,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,2,,,,,,,,,,,83,ReceiveCardSpell,,,,,5,MAGE,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,,,,0,0.0,3,1,2,,,,,,,,,,[],,,,,,,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,8,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,7,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,1,1.0,2,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,7,,,,,,,,,,,31,DestroySpell,,,,,0,ANY,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,8,8,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,8,,,,,,,,,,,62,MissilesSpell,,,,,0,ANY,1,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,8
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,7,PRIEST,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,6,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,59,MetaSpell,,,,,7,PRIEST,,,,,,,,,1,1,COMMON,,4,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,9,BuffSpell,,,,,7,PRIEST,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,,,4,,,,,,,,,,,9,BuffSpell,,,,,7,PRIEST,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,63,CTHUN_ATTACK_BUFF,4,,,,,,,,,,,64,ModifyAttributeSpell,,,,,7,PRIEST,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,64,CTHUN_HEALTH_BUFF,4,,,,,,,,,,,64,ModifyAttributeSpell,,,,,7,PRIEST,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,5,6,,,,,DEMON,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,0,0.0,1,4,1,0,false,0,false,,1,true,0,false,[],0,false,,,,,
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,1,,,,,,,,,,,59,MetaSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,4,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,3,DRUID,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,3,DRUID,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,8,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,7,7,1,true,0,false,,0,false,0,false,,0,false,,,,,
,,51,CANNOT_ATTACK_HEROES,8,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,6,10,0,false,0,false,BEAST,0,false,1,true,[],0,false,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,4,4,1,true,0,false,BEAST,0,false,0,false,[],0,false,,,,,
,,,,6,,,,,,,,,,,92,ReturnMinionToHandSpell,,,,,8,ROGUE,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,5,,,,,,,,,,,20,ConditionalEffectSpell,,,,,10,WARLOCK,,,,,,,,,0,3,EPIC,,2,1.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,5,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,5,,,,,,,,,,,109,SummonRandomMinionFilteredSpell,,,,,10,WARLOCK,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,1,2,0,false,0,false,BEAST,0,false,1,true,,0,false,,,,,
,,,,2,,,,,,,,,,,31,DestroySpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,1,8,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,52,HealSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,4,,,,,,,,,,,59,MetaSpell,,,,,9,SHAMAN,,,,,,,,,0,1,COMMON,,3,1.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,4,,,,,,,,,,,27,DamageSpell,,,,,9,SHAMAN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,4
,,,,4,,,,,,,,,,,26,CreateSummonSpell,,,,,9,SHAMAN,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,71,JADE_BUFF,4,,,,,,,,,,,64,ModifyAttributeSpell,,,,,9,SHAMAN,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,16,FROZEN,0,,,,,,,,,,,0,AddAttributeSpell,,,,,5,MAGE,,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,2,RARE,,,,,1,1.0,1,4,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,36,STEALTH,4,,,,,,,,,,,0,AddAttributeSpell,,,,,8,ROGUE,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,12,12,0,false,0,false,DRAGON,0,false,0,false,,0,false,,,,,
,,,,10,,,,,,,,,,,59,MetaSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,2,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,10,,,,,,,,,,,31,DestroySpell,,,,,0,ANY,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,33,DiscardSpell,,,,,0,ANY,,,,,,,,,2,4,LEGENDARY,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,-1
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,2,6,0,false,0,false,,0,false,0,false,[],0,false,,,,,
,2,,,7,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,2,,,,,,,0,3,EPIC,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,7,,,,,,,,,,,59,MetaSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,9,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,1,3,EPIC,,7,1.0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,2,,,7,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,2,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,8,0,false,0,false,DEMON,0,false,1,true,,0,false,,,,,
,,,,4,,,,,,,,,,,33,DiscardSpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,2
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,7,1.0,0,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,3,0,false,0,false,MECH,0,false,0,false,,0,false,,,,,
,2,,,3,,,,,,,,,,,9,BuffSpell,,,,,4,HUNTER,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,2,,,7,,,,,,,,,,,9,BuffSpell,,,,,9,SHAMAN,,2,,,,,,,0,2,RARE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,2,RARE,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,1,2,RARE,,,,,0,0.0,2,1,1,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,4,,,,,,,,,,,59,MetaSpell,,,,,10,WARLOCK,,,,,,,,,0,2,RARE,,3,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,4,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,1,2,RARE,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,2,RARE,,,,,0,0.0,3,1,1,,,,,DEMON,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,1,,,,,,,,,,,65,ModifyDamageSpell,,,,,0,ANY,,,,,4,SET,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,4,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,31,DestroySpell,,,,,0,ANY,,,,,,,1,true,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,2,RARE,,,,,0,0.0,1,2,2,,,,,BEAST,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,1,4,0,false,0,false,,0,false,0,false,[],0,false,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,2,2,,,,,DEMON,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,4,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,103,SilenceSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,1,,,,,,,,,,,107,SummonNewAttackTargetSpell,,,,,6,PALADIN,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,,,,0,0.0,2,2,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,98,SetHpSpell,,,,,6,PALADIN,,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,1
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,6,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,4,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,3,1.0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,6,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,2,2,,,,,BEAST,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,27,DamageSpell,,,,,9,SHAMAN,,,,,,,,,0,2,RARE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,5
,,,,1,,,,,,,,,,,37,DiscoverOptionSpell,1,true,,,6,PALADIN,,,,,,,,,0,1,COMMON,,13,1.0,1,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,19,WINDFURY,1,,,,,,,,,,,0,AddAttributeSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,43,UNTARGETABLE_BY_SPELLS,1,,,,,,,,,,,0,AddAttributeSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,35,DIVINE_SHIELD,1,,,,,,,,,,,0,AddAttributeSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,36,STEALTH,1,,,,,,,,,,,0,AddAttributeSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,1,,,,,,,,,,,0,AddAttributeSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,3,,,1,,,,,,,,,,,9,BuffSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,9,BuffSpell,,,,,6,PALADIN,,3,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,1,AddDeathrattleSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,3,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,6,PALADIN,,,,,,,,,2,1,COMMON,,2,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,3,0,FREE,,,,,0,0.0,4,1,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,3,0,FREE,,,,,0,0.0,4,1,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,9,BuffSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,1,1,0,false,0,false,,1,true,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,26,CreateSummonSpell,,,,,8,ROGUE,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,71,JADE_BUFF,2,,,,,,,,,,,64,ModifyAttributeSpell,,,,,8,ROGUE,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,5,5,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,83,ReceiveCardSpell,,,,,0,ANY,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,8,8,,,,,BEAST,,,,,,,,,,,,
,,,,5,,,,,,,,,,,27,DamageSpell,,,,,0,ANY,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,3
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,4,6,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,3,4,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,40,DrawCardAndDoSomethingSpell,,,,,0,ANY,,,,,,,,,1,3,EPIC,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,4,,,,,,,,,,,11,CardCostModifierSpell,,,,,0,ANY,,,,,,,,,2,3,EPIC,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,1,,,3,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,2,0,false,0,false,DEMON,0,false,0,false,,0,false,,,,,
,,,,1,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,3
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,8,2,0,false,0,false,BEAST,1,true,0,false,[],0,false,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,1,4,,,,,MECH,,,,,,,,,,,,
,,,,3,,,,,,,,,,,62,MissilesSpell,,,,,0,ANY,1,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
